X Y gold_grade
-1660.11 -24600.45 54.896
-1511.12 -24546.53 53.6423
-1677.55 -24521.99 54.4561
-1600.37 -24700.21 25.7783
-1684.76 -24535.4 36.9252
-1644.89 -24550.55 82.2216
-1707.26 -24658.31 27.5599
-1663.59 -24596.73 42.0943
-1513.95 -24730.85 27.3413
-1683.21 -24577.93 100.8617
-1509.82 -24707.94 14.5704
-1717.36 -24714.91 19.9624
-1516.73 -24733.03 57.8222
-1510.29 -24682.62 10.833
-1722.68 -24704.34 21.9804
-1536.68 -24517.08 67.1919
-1699.72 -24541.0 28.5883
-1545.18 -24597.96 20.2574
-1733.11 -24748.9 6.2438
-1708.0 -24705.0 11.586
-1696.29 -24702.48 39.725
-1629.08 -24554.14 51.0503
-1658.36 -24582.33 16.0677
-1558.21 -24689.07 69.1231
-1500.67 -24583.54 13.347
-1519.7 -24601.26 13.7745
-1679.01 -24588.84 86.6749
-1693.1 -24662.65 30.7558
-1517.81 -24506.69 105.3509
-1608.96 -24605.82 63.1491
-1507.28 -24537.96 34.59
-1512.05 -24739.26 104.541
-1705.54 -24599.34 22.1636
-1733.58 -24738.81 17.7
-1628.27 -24635.45 9.8689
-1503.53 -24580.9 7.9956
-1525.85 -24564.39 27.3693
-1740.0 -24701.0 12.3648
-1721.7 -24713.53 18.4968
-1643.42 -24728.55 112.5265
-1675.08 -24541.15 40.5037
-1522.91 -24507.05 124.3174
-1541.03 -24600.64 43.0665
-1638.54 -24531.08 41.6199
-1633.34 -24551.53 34.5059
-1526.88 -24593.99 9.7856
-1717.93 -24706.23 12.7333
-1517.64 -24697.74 15.1519
-1592.98 -24649.57 81.0353
-1647.92 -24589.75 40.8612
-1632.22 -24590.68 90.017
-1615.59 -24641.55 25.3989
-1495.93 -24692.91 36.5489
-1555.54 -24675.08 33.7945
-1584.88 -24655.82 49.1816
-1520.3 -24586.4 7.2342
-1702.54 -24659.75 25.3506
-1572.89 -24685.25 31.8363
-1498.67 -24577.11 12.7008
-1675.11 -24583.71 39.065
-1642.77 -24528.24 33.6854
-1657.56 -24594.49 12.4243
-1510.06 -24625.58 27.1132
-1647.0 -24525.4 43.3007
-1691.33 -24546.16 21.4854
-1644.36 -24747.42 178.9626
-1676.8 -24592.7 101.0757
-1699.0 -24671.0 16.1676
-1697.0 -24663.2 29.2413
-1732.0 -24703.0 12.5878
-1727.79 -24703.41 16.2185
-1599.36 -24675.27 37.9149
-1673.61 -24515.88 33.5188
-1716.0 -24707.0 13.6635
-1522.32 -24617.26 14.2192
-1515.85 -24715.71 16.9505
-1666.8 -24529.75 73.6153
-1602.13 -24610.17 22.6767
-1506.6 -24578.54 7.9992
-1675.08 -24549.83 52.3214
-1532.34 -24690.98 58.2591
-1522.83 -24566.78 27.6211
-1531.84 -24516.72 81.3782
-1729.26 -24736.21 14.0183
-1549.53 -24692.62 22.4412
-1621.6 -24561.07 34.6047
-1702.0 -24682.4 29.3175
-1666.05 -24517.51 36.0032
-1530.91 -24611.28 32.227
-1679.21 -24538.16 53.8488
-1493.62 -24503.65 45.2482
-1514.74 -24727.9 54.4952
-1697.95 -24601.45 23.9884
-1634.93 -24592.72 46.2462
-1592.89 -24737.0 80.7505
-1677.33 -24566.83 34.9795
-1629.86 -24563.11 27.0706
-1497.6 -24501.7 85.4618
-1567.88 -24709.39 50.7813
-1709.39 -24598.5 43.5324
-1679.16 -24580.82 72.0275
-1661.72 -24591.7 46.7703
-1505.49 -24565.56 43.4596
-1596.7 -24735.94 96.4045
-1613.0 -24595.9 107.8686
-1547.62 -24658.03 20.638
-1647.84 -24584.74 52.1272
-1494.03 -24569.47 25.0795
-1653.39 -24597.27 34.0318
-1544.08 -24681.34 31.8838
-1563.28 -24668.84 17.516
-1563.45 -24519.34 38.6973
-1618.54 -24603.38 71.9745
-1667.65 -24593.83 72.0533
-1691.12 -24650.0 68.1508
-1708.67 -24717.68 29.7513
-1523.52 -24598.32 9.6639
-1594.1 -24552.8 74.0822
-1678.5 -24570.56 33.04
-1661.84 -24520.45 43.5826
-1605.52 -24607.81 19.2096
-1543.61 -24660.86 66.3164
-1531.2 -24591.4 10.8709
-1633.34 -24633.0 26.8282
-1548.34 -24678.7 56.0851
-1666.69 -24610.51 52.8215
-1567.43 -24666.13 21.8863
-1678.99 -24602.36 88.9768
-1665.32 -24568.21 21.4836
-1703.0 -24686.8 39.7317
-1679.22 -24546.85 51.8906
-1599.16 -24552.37 58.6885
-1539.32 -24585.42 19.8812
-1501.13 -24617.3 20.6718
-1589.36 -24521.11 66.8091
-1716.38 -24665.3 32.3566
-1624.04 -24637.48 10.2952
-1539.24 -24664.13 29.8833
-1703.34 -24710.94 21.3693
-1519.49 -24569.19 36.1934
-1625.57 -24595.08 83.3637
-1737.64 -24700.59 25.1099
-1599.71 -24522.42 32.5905
-1682.47 -24682.44 29.3208
-1498.41 -24542.88 75.7426
-1705.45 -24668.27 18.9973
-1694.89 -24669.33 26.66
-1642.33 -24584.08 71.419
-1509.82 -24576.13 19.1126
-1517.61 -24556.59 41.2113
-1656.57 -24584.86 28.4791
-1525.11 -24504.21 185.4659
-1663.14 -24514.57 31.154
-1724.38 -24719.49 19.9473
-1706.28 -24693.88 26.7376
-1657.07 -24501.84 15.4375
-1512.52 -24506.62 86.6913
-1712.0 -24708.0 29.9971
-1701.0 -24678.8 22.8069
-1497.2 -24585.8 14.3524
-1671.0 -24608.05 93.7395
-1571.03 -24662.6 83.6279
-1683.35 -24543.86 53.3728
-1590.19 -24749.16 60.5756
-1533.08 -24583.6 32.7902
-1501.37 -24499.51 51.4229
-1497.47 -24504.21 60.7569
-1683.14 -24586.09 91.4042
-1498.02 -24566.63 44.4895
-1528.08 -24693.62 29.0937
-1671.05 -24586.61 39.7634
-1630.88 -24609.84 71.5998
-1720.79 -24690.93 19.1047
-1665.98 -24547.71 90.5463
-1669.96 -24576.45 26.6638
-1689.75 -24679.81 35.5659
-1573.91 -24519.84 101.0036
-1653.92 -24584.51 34.3067
-1509.51 -24562.49 51.4869
-1648.92 -24744.59 103.2508
-1612.26 -24507.47 36.1271
-1589.05 -24553.24 59.4316
-1494.55 -24580.3 12.9601
-1512.84 -24635.59 50.4964
-1724.94 -24733.61 16.0824
-1710.26 -24666.48 35.327
-1713.02 -24716.3 19.6857
-1686.93 -24549.08 23.2043
-1698.28 -24726.55 15.9184
-1545.78 -24695.84 18.9782
-1508.69 -24635.43 22.7008
-1653.42 -24526.33 49.0146
-1644.96 -24541.69 57.7109
-1616.02 -24553.84 25.5866
-1518.23 -24718.09 16.3123
-1526.48 -24671.46 56.0468
-1643.56 -24587.35 122.8689
-1667.91 -24499.87 10.5659
-1717.55 -24727.79 52.9112
-1540.34 -24684.84 24.4497
-1713.19 -24708.12 16.7473
-1536.08 -24687.48 30.9428
-1605.25 -24731.17 57.3895
-1731.16 -24660.89 17.3277
-1670.94 -24544.13 49.749
-1535.06 -24666.93 33.4697
-1649.01 -24579.56 59.6082
-1613.95 -24746.76 92.3057
-1736.32 -24660.06 9.6042
-1671.05 -24574.33 45.7575
-1559.69 -24672.37 18.1355
-1568.44 -24687.49 56.1056
-1578.98 -24520.27 60.9812
-1581.33 -24679.88 21.2542
-1622.43 -24741.69 48.6615
-1694.45 -24665.41 27.4934
-1502.69 -24627.5 27.3116
-1536.16 -24574.99 37.408
-1559.76 -24715.26 37.8566
-1690.64 -24646.08 34.1208
-1503.79 -24612.85 13.2141
-1652.27 -24577.23 32.6295
-1701.79 -24600.56 27.1926
-1730.39 -24710.76 27.3922
-1509.06 -24747.13 57.5375
-1605.71 -24514.46 12.2046
-1536.95 -24580.91 24.2261
-1634.89 -24733.74 73.1857
-1524.35 -24583.68 6.5782
-1633.6 -24559.64 22.7844
-1670.94 -24526.76 86.571
-1596.58 -24647.79 39.5686
-1567.87 -24531.11 70.8739
-1537.06 -24603.63 26.7313
-1542.09 -24517.51 174.5723
-1558.15 -24531.82 35.7077
-1616.04 -24504.44 30.8497
-1628.86 -24592.95 75.7372
-1715.95 -24691.91 13.3279
-1521.75 -24553.47 22.3914
-1640.89 -24544.59 69.7713
-1542.03 -24699.07 29.7229
-1695.41 -24543.55 19.0734
-1670.95 -24552.82 32.9089
-1528.12 -24580.79 18.1297
-1522.28 -24674.01 33.7021
-1736.64 -24746.94 8.8429
-1516.48 -24571.75 24.5995
-1557.14 -24503.31 35.466
-1698.13 -24701.88 17.4637
-1575.17 -24659.89 66.5357
-1708.45 -24710.01 28.5683
-1611.43 -24689.69 35.9793
-1657.63 -24523.39 49.1563
-1588.93 -24652.7 25.2509
-1711.11 -24692.9 14.4351
-1649.0 -24547.72 39.9096
-1515.57 -24736.19 48.4903
-1740.12 -24744.76 14.8633
-1694.06 -24602.14 29.7447
-1629.28 -24541.02 70.6236
-1619.82 -24639.51 37.124
-1729.41 -24717.46 16.9492
-1637.35 -24556.17 49.3231
-1555.22 -24651.84 22.1184
-1648.78 -24589.38 34.697
-1627.32 -24613.49 87.4321
-1726.08 -24655.64 17.5131
-1553.92 -24690.15 46.2631
-1696.21 -24731.68 16.2569
-1622.11 -24597.07 91.1069
-1622.38 -24570.04 44.7004
-1527.01 -24507.43 170.7079
-1690.18 -24602.83 14.7991
-1721.87 -24730.39 29.0058
-1592.56 -24706.7 50.4834
-1695.38 -24673.25 34.5902
-1639.06 -24731.22 126.632
-1695.48 -24670.89 19.1332
-1617.86 -24564.54 15.8574
-1611.28 -24659.67 20.6834
-1732.9 -24702.48 30.5672
-1700.0 -24675.0 24.3251
-1562.83 -24631.14 21.807
-1720.0 -24705.5 18.9435
-1690.24 -24588.53 49.0234
-1700.29 -24669.1 17.353
-1719.34 -24722.55 31.16
-1716.05 -24656.65 22.1298
-1619.0 -24599.35 101.9527
-1662.43 -24579.29 24.9949
-1666.14 -24578.84 31.0697
-1654.71 -24519.73 40.0612
-1511.72 -24735.41 66.9784
-1576.41 -24704.41 78.5928
-1665.89 -24588.91 34.0555
-1666.81 -24555.8 25.8808
-1638.57 -24603.37 46.2856
-1693.5 -24678.86 66.2871
-1529.77 -24547.69 27.6268
-1598.0 -24600.0 42.545
-1583.99 -24553.67 53.9983
-1504.46 -24703.55 25.9411
-1662.67 -24532.73 40.9314
-1572.35 -24707.34 77.7964
-1512.39 -24711.36 21.3111
-1661.3 -24581.36 20.9775
-1552.63 -24518.58 64.5312
-1608.0 -24597.0 101.6213
-1549.17 -24594.74 24.8368
-1679.97 -24597.54 75.3337
-1529.11 -24561.9 35.3859
-1509.62 -24740.14 94.2174
-1695.72 -24549.89 44.4371
-1739.08 -24707.99 14.9504
-1563.82 -24712.32 63.4657
-1658.53 -24535.72 53.6719
-1513.21 -24574.17 13.3158
-1734.41 -24717.48 15.1709
-1518.12 -24620.03 16.6949
-1504.08 -24502.54 77.1935
-1662.49 -24500.86 13.3253
-1602.35 -24671.01 45.5173
-1503.23 -24552.33 35.4113
-1622.65 -24547.43 36.1636
-1655.46 -24575.08 31.3946
-1619.82 -24501.42 45.0466
-1630.76 -24736.34 42.2737
-1601.19 -24733.77 65.4744
-1521.38 -24694.24 15.6356
-1510.74 -24630.75 43.7309
-1526.49 -24614.52 19.3211
-1583.86 -24520.83 125.5721
-1674.67 -24604.83 104.1117
-1673.68 -24573.05 40.5054
-1603.62 -24696.18 38.7235
-1499.71 -24623.34 16.571
-1501.73 -24540.51 74.4318
-1502.48 -24700.98 25.7196
-1499.22 -24697.06 30.6907
-1551.14 -24654.92 30.791
-1734.73 -24709.37 14.0233
-1607.59 -24663.19 24.8245
-1501.98 -24688.37 21.8686
-1717.04 -24596.58 23.7878
-1635.01 -24607.02 72.8209
-1736.0 -24702.0 31.5765
-1686.15 -24681.24 31.2384
-1515.8 -24604.23 7.3591
-1499.04 -24555.27 26.4936
-1619.76 -24550.38 51.6663
-1534.9 -24588.29 14.4418
-1652.75 -24587.25 42.0616
-1607.52 -24692.93 31.5644
-1580.38 -24658.05 61.8008
-1658.71 -24516.71 21.3652
-1688.9 -24532.41 36.4316
-1548.38 -24531.56 43.7418
-1721.06 -24656.14 19.5888
-1556.19 -24716.89 28.5322
-1740.41 -24717.52 21.5733
-1626.39 -24543.96 42.7564
-1662.0 -24570.53 43.4011
-1518.05 -24676.88 19.1675
-1506.31 -24685.44 26.0588
-1639.46 -24589.96 33.0636
-1604.6 -24667.45 34.0622
-1505.66 -24631.14 39.8915
-1514.0 -24623.02 13.5789
-1603.2 -24598.5 82.8984
-1623.13 -24418.7 104.2752
-1525.84 -24449.4 66.3652
-1584.94 -24456.99 136.7146
-1547.34 -24470.04 56.0425
-1605.25 -24458.43 153.7652
-1518.31 -24479.87 83.2811
-1506.9 -24493.86 54.8454
-1606.1 -24437.57 81.3873
-1564.87 -24472.24 55.413
-1505.49 -24497.38 60.6771
-1579.42 -24278.97 79.5807
-1597.56 -24411.2 103.3899
-1564.69 -24283.02 39.2739
-1557.5 -24454.35 75.8637
-1547.2 -24435.48 94.1767
-1501.6 -24492.32 65.8009
-1511.1 -24491.04 68.8079
-1561.0 -24460.7 67.8955
-1540.4 -24474.86 119.0692
-1613.0 -24426.01 107.5801
-1509.19 -24472.37 57.3832
-1604.17 -24463.95 38.7114
-1530.29 -24489.2 316.1373
-1609.29 -24455.34 74.7017
-1550.71 -24467.77 42.4274
-1579.91 -24465.73 107.3633
-1505.6 -24489.29 62.9099
-1589.78 -24435.96 67.9009
-1601.65 -24440.23 77.2809
-1619.83 -24420.83 159.1347
-1588.59 -24416.44 102.8855
-1580.91 -24407.31 117.5275
-1504.35 -24466.31 21.5956
-1496.5 -24463.2 57.3591
-1592.03 -24439.47 30.3562
-1500.22 -24478.2 145.52
-1554.14 -24465.48 62.151
-1527.61 -24437.75 170.3981
-1502.61 -24496.6 61.5428
-1558.33 -24444.54 103.5155
-1571.47 -24453.74 99.1
-1565.37 -24496.93 35.7699
-1571.36 -24435.71 138.7645
-1564.53 -24458.54 59.3839
-1536.54 -24469.62 186.0173
-1522.72 -24477.37 274.7737
-1581.51 -24446.52 145.4613
-1507.33 -24497.42 58.2351
-1585.08 -24404.3 145.231
-1528.13 -24476.06 247.1745
-1623.6 -24498.39 43.5091
-1578.54 -24481.57 53.0581
-1517.08 -24454.57 31.5941
-1585.1 -24444.38 114.7322
-1583.94 -24462.41 122.1096
-1567.32 -24438.77 145.9752
-1534.27 -24498.62 110.4076
-1555.21 -24275.54 65.7657
-1620.78 -24457.85 49.6629
-1595.7 -24437.58 45.9976
-1553.52 -24272.55 85.0119
-1582.76 -24478.38 99.7215
-1580.53 -24459.39 120.25
-1576.34 -24461.89 59.2213
-1614.54 -24431.35 91.81
-1605.83 -24430.33 87.3992
-1530.13 -24447.09 98.1326
-1504.49 -24474.96 41.2652
-1544.74 -24463.39 166.2787
-1578.62 -24281.72 165.7612
-1571.21 -24471.45 28.776
-1554.21 -24447.29 108.8948
-1579.67 -24421.66 59.6834
-1609.65 -24428.09 106.6761
-1562.78 -24441.48 160.339
-1566.83 -24474.17 53.5199
-1602.61 -24432.59 100.3164
-1557.8 -24475.4 57.4142
-1506.89 -24456.72 24.3652
-1508.78 -24495.21 33.3679
-1532.45 -24473.16 121.2133
-1597.66 -24394.81 127.1902
-1557.81 -24463.05 44.191
-1585.91 -24453.58 183.9314
-1565.73 -24462.56 53.9211
-1602.92 -24427.41 164.8541
-1556.48 -24430.32 73.5056
-1576.02 -24432.71 66.683
-1572.49 -24465.4 52.7927
-1616.69 -24423.66 84.5174
-1561.45 -24465.65 28.5686
-1574.79 -24451.45 285.5218
-1583.14 -24279.55 103.1792
-1627.34 -24494.4 23.8598
-1569.32 -24493.79 60.1316
-1534.83 -24444.77 144.841
-1521.38 -24452.01 38.3957
-1543.8 -24439.1 57.9943
-1546.71 -24276.7 169.7328
-1501.43 -24459.8 18.4301
-1571.77 -24446.47 242.9704
-1525.99 -24492.39 311.2302
-1574.69 -24456.52 95.2542
-1519.41 -24488.65 72.4954
-1597.56 -24443.19 94.9034
-1593.57 -24397.89 113.6398
-1567.83 -24456.01 76.1424
-1549.34 -24481.06 53.8774
-1545.51 -24484.34 30.5425
-1560.49 -24471.99 30.0795
-1548.98 -24460.49 34.7502
-1552.51 -24285.58 107.3971
-1589.43 -24401.24 93.2012
-1575.07 -24281.33 162.1227
-1599.05 -24435.07 45.2552
-1536.89 -24477.13 115.9492
-1549.38 -24275.28 125.0352
-1586.85 -24475.42 103.9614
-1522.97 -24486.28 221.8474
-1538.33 -24495.85 105.0836
-1560.86 -24427.5 109.7377
-1576.1 -24443.63 346.2392
-1588.19 -24459.54 143.4358
-1519.59 -24485.4 118.2819
-1600.19 -24467.14 93.8302
-1495.75 -24471.79 51.4387
-1533.41 -24479.66 198.4139
-1598.41 -24430.31 117.1291
-1581.13 -24455.58 118.3041
-1551.16 -24273.8 128.1144
-1500.39 -24469.24 48.2609
-1543.62 -24472.3 85.3016
-1541.4 -24487.66 32.6137
-1570.87 -24459.08 50.0699
-1575.58 -24468.29 32.8518
-1607.24 -24424.38 229.9481
-1521.72 -24496.96 141.7206
-1553.29 -24478.14 36.6039
-1579.63 -24440.04 173.3399
-1613.32 -24452.24 56.5787
-1526.37 -24483.96 296.0818
-1516.09 -24491.02 71.9819
-1594.03 -24433.16 65.9455
-1529.96 -24481.74 303.5082
-1557.67 -24269.81 94.8345
-1540.92 -24467.14 113.8213
-1592.41 -24456.32 100.8631
-1618.16 -24461.85 20.9835
-1551.84 -24432.98 93.7831
-1593.05 -24413.89 116.191
-1510.65 -24495.29 58.9863
-1565.5 -24424.99 194.0866
-1552.99 -24457.36 29.1575
-1589.87 -24454.83 127.7468
-1556.56 -24281.72 45.4809
-1555.63 -24287.65 66.924
-1610.53 -24434.2 52.0663
-1522.89 -24440.14 139.6565
-1584.21 -24418.89 68.0948
-1515.53 -24488.12 53.6532
-1560.16 -24285.34 49.7455
-1518.4 -24442.62 76.1946
-1568.67 -24469.1 45.2402
-1569.61 -24422.15 100.7099
-1539.58 -24442.26 90.1957
-1576.64 -24409.92 131.2971
-1512.42 -24493.0 68.4635
-1585.14 -24438.2 62.248
-1591.28 -24472.65 63.9137
-1514.16 -24445.26 40.468
-1578.24 -24449.05 200.0162
-1588.61 -24442.24 48.4456
-1595.76 -24469.78 50.7439
-1509.15 -24463.84 34.918
-1589.94 -24450.23 138.135
-1574.24 -24484.26 36.2296
-1258.21 -25790.37 66.6169
-1245.67 -25818.31 127.873
-1243.0 -25755.0 50.6334
-1272.79 -25758.45 14.2001
-1255.52 -25754.24 66.9565
-1264.79 -25764.78 20.1118
-1263.66 -25808.21 54.9638
-1248.24 -25840.17 132.6103
-1246.84 -25759.1 63.1189
-1255.78 -25814.1 159.0693
-1268.49 -25761.18 19.3625
-1269.59 -25782.67 21.7798
-1247.01 -25829.91 150.5988
-1261.27 -25787.78 102.6107
-1259.9 -25811.59 83.0178
-1260.5 -25767.51 34.9167
-1273.53 -25779.66 26.2896
-1282.0 -25752.0 45.6379
-1250.09 -25756.58 39.8163
-1248.0 -25752.0 55.1463
-1248.17 -25822.11 123.5054
-1265.74 -25800.78 42.3168
-1252.0 -25750.0 78.6712
-1252.11 -25837.05 135.9285
-1265.66 -25785.68 38.0436
-1245.0 -25844.07 45.7733
-1251.67 -25816.61 141.5201
-1259.68 -25751.33 62.5377
-1293.39 -25689.33 18.0087
-1247.48 -25632.85 25.9364
-1404.0 -25560.0 41.0093
-1242.71 -25593.82 47.3114
-1308.65 -25656.76 24.7518
-1348.81 -25531.69 42.3728
-1388.32 -25559.27 21.6852
-1315.52 -25632.02 41.7833
-1314.46 -25590.13 60.9949
-1383.86 -25513.46 37.1028
-1391.73 -25507.68 76.1
-1266.97 -25639.5 21.0568
-1262.84 -25600.16 47.6225
-1268.05 -25612.8 21.5714
-1262.51 -25544.25 96.5978
-1258.98 -25603.03 96.9573
-1301.6 -25505.8 54.2769
-1255.12 -25605.9 56.048
-1326.46 -25563.99 54.492
-1342.1 -25503.46 59.9839
-1341.7 -25513.04 47.5251
-1286.78 -25505.19 55.5636
-1383.79 -25569.2 31.4046
-1249.47 -25652.39 22.9633
-1269.42 -25695.26 63.2604
-1366.01 -25567.98 28.5493
-1399.66 -25550.28 32.8848
-1288.04 -25673.15 41.1406
-1351.43 -25558.83 57.4769
-1396.25 -25505.59 85.9824
-1319.16 -25544.17 34.1705
-1310.64 -25504.76 59.1539
-1387.57 -25566.2 31.7269
-1356.77 -25525.46 77.2525
-1278.35 -25683.91 64.9655
-1291.82 -25529.98 55.4917
-1295.0 -25510.4 44.0157
-1329.86 -25523.05 44.6498
-1293.09 -25723.09 10.2023
-1339.65 -25567.7 105.4627
-1252.02 -25664.24 68.9927
-1247.4 -25611.65 29.1875
-1257.0 -25747.0 27.765
-1262.11 -25592.35 44.8874
-1304.9 -25503.5 44.1865
-1270.65 -25515.6 42.6215
-1245.04 -25557.76 21.4146
-1291.02 -25669.37 36.0079
-1282.95 -25699.8 22.348
-1258.87 -25541.34 215.9394
-1278.5 -25521.9 194.8191
-1475.4 -25530.76 15.7852
-1274.71 -25513.14 100.4681
-1364.35 -25539.0 96.0793
-1402.87 -25568.99 19.8855
-1368.69 -25520.74 149.3562
-1333.48 -25586.47 106.8179
-1364.76 -25574.22 30.8366
-1306.97 -25520.15 65.5113
-1302.95 -25510.52 32.691
-1326.96 -25506.69 54.3575
-1300.34 -25682.35 56.5483
-1343.58 -25564.74 85.1956
-1246.73 -25520.59 129.9849
-1362.94 -25509.26 69.2371
-1374.29 -25545.07 39.6382
-1400.58 -25524.21 30.1652
-1262.25 -25520.98 60.0488
-1253.39 -25548.38 50.9944
-1326.1 -25525.87 69.1772
-1286.43 -25696.31 38.4549
-1357.35 -25574.09 30.268
-1342.09 -25569.35 114.7866
-1358.27 -25501.67 162.3133
-1290.82 -25502.83 53.4979
-1346.07 -25527.19 35.5437
-1314.04 -25571.88 40.8198
-1322.39 -25595.33 43.4106
-1277.52 -25540.23 48.9187
-1288.4 -25515.0 73.0317
-1340.85 -25537.93 47.2014
-1280.17 -25703.98 30.7921
-1254.9 -25515.13 96.045
-1361.29 -25571.31 22.3847
-1298.3 -25508.1 46.8554
-1279.64 -25735.21 35.7714
-1338.66 -25534.33 64.6959
-1478.45 -25531.05 16.0579
-1293.38 -25559.57 21.285
-1275.81 -25573.38 18.8025
-1345.54 -25582.43 60.7015
-1377.53 -25531.4 55.8959
-1297.98 -25557.4 36.3703
-1345.57 -25510.37 141.4526
-1243.92 -25646.47 25.3983
-1336.76 -25516.68 42.611
-1246.36 -25590.68 55.9548
-1266.44 -25699.04 29.7102
-1262.03 -25627.26 32.5492
-1318.18 -25569.25 23.0849
-1322.32 -25566.62 40.9909
-1296.86 -25685.84 26.3423
-1316.62 -25650.23 66.265
-1338.77 -25506.96 70.7843
-1395.0 -25566.0 14.6405
-1342.36 -25530.76 35.6272
-1308.2 -25501.2 53.6865
-1347.24 -25512.76 92.0739
-1268.6 -25528.8 157.4019
-1251.02 -25629.63 43.7083
-1268.36 -25746.46 37.0206
-1474.17 -25534.05 17.362
-1276.62 -25628.82 44.8327
-1269.87 -25586.96 39.2377
-1376.68 -25515.58 76.2048
-1254.56 -25626.41 40.806
-1400.97 -25502.12 30.8092
-1261.63 -25619.98 20.6703
-1275.2 -25524.2 156.1371
-1284.87 -25536.18 35.6188
-1473.52 -25514.14 67.9775
-1354.41 -25560.06 70.5486
-1309.15 -25639.23 30.6443
-1387.79 -25510.57 48.6384
-1252.16 -25637.89 75.9536
-1278.72 -25510.41 40.6568
-1326.27 -25592.65 81.7243
-1359.28 -25552.93 73.0461
-1310.81 -25593.26 44.4173
-1367.64 -25535.5 37.6113
-1265.55 -25623.96 32.5154
-1314.48 -25501.88 48.237
-1488.26 -25502.13 92.7329
-1281.8 -25519.6 139.7307
-1259.58 -25657.82 12.9446
-1269.07 -25620.65 25.7527
-1303.82 -25678.87 58.9581
-1251.26 -25608.78 122.5807
-1408.66 -25518.98 27.7373
-1370.45 -25547.77 41.3943
-1280.72 -25570.14 24.2538
-1263.84 -25748.42 23.3443
-1396.0 -25526.0 40.7968
-1256.16 -25661.38 20.7876
-1265.17 -25616.76 46.9145
-1295.56 -25527.27 57.1455
-1285.1 -25566.07 24.8236
-1353.06 -25529.03 65.4811
-1393.25 -25574.18 8.2689
-1333.62 -25520.23 75.8258
-1272.59 -25617.35 26.174
-1291.7 -25512.7 39.7962
-1258.1 -25623.2 28.9229
-1250.02 -25545.39 48.8549
-1361.02 -25522.79 86.3486
-1320.07 -25596.93 49.2735
-1317.16 -25651.38 42.7858
-1255.68 -25634.59 36.7809
-1281.33 -25680.12 67.1453
-1285.1 -25517.3 99.5975
-1381.49 -25528.53 83.0349
-1275.37 -25687.69 51.634
-1322.96 -25529.43 38.2912
-1370.71 -25503.04 72.6199
-1372.68 -25518.16 120.0638
-1353.48 -25520.05 81.252
-1272.4 -25691.47 40.3379
-1248.83 -25554.72 54.1052
-1392.1 -25556.28 20.3861
-1412.7 -25516.37 30.3617
-1315.17 -25547.14 28.9706
-1345.94 -25566.45 64.8011
-1355.36 -25555.88 78.9871
-1349.77 -25523.62 44.8026
-1345.98 -25500.77 54.6588
-1369.29 -25576.11 46.4102
-1265.0 -25743.0 22.1682
-1385.45 -25525.65 78.0565
-1266.31 -25590.03 46.7993
-1358.85 -25557.97 85.4341
-1395.88 -25553.28 23.7239
-1294.82 -25581.03 38.495
-1377.87 -25501.26 27.738
-1303.04 -25521.85 66.8376
-1258.36 -25513.3 84.0708
-1483.74 -25503.38 62.6453
-1304.39 -25659.46 21.2001
-1273.18 -25632.14 25.5277
-1403.81 -25522.12 14.7359
-1398.92 -25571.78 19.5099
-1311.23 -25517.99 68.3284
-1271.9 -25526.5 190.0264
-1303.49 -25548.24 18.6149
-1329.6 -25589.15 92.5608
-1471.12 -25533.76 13.3935
-1349.44 -25507.69 75.6139
-1244.18 -25615.25 39.5544
-1353.42 -25576.87 21.1661
-1478.02 -25512.09 33.4661
-1254.19 -25542.94 160.4387
-1312.9 -25654.07 48.0492
-1289.91 -25692.82 29.4687
-1307.48 -25545.27 35.9568
-1319.05 -25628.78 30.9472
-1284.15 -25733.18 25.0094
-1306.79 -25507.64 65.2103
-1337.36 -25583.8 53.3693
-1268.96 -25562.18 28.5962
-1285.06 -25676.94 38.3507
-1416.74 -25513.75 33.8181
-1258.22 -25546.75 61.4828
-1344.55 -25534.36 33.2972
-1264.75 -25564.32 40.6633
-1305.23 -25576.29 40.5437
-1360.23 -25572.33 11.978
-1361.93 -25555.64 67.1715
-1282.76 -25507.95 50.0283
-1366.56 -25505.73 60.8303
-1349.48 -25579.65 39.1455
-1315.05 -25514.94 92.0715
-1350.56 -25562.97 94.5861
-1245.8 -25655.62 18.058
-1288.61 -25533.47 36.6637
-1260.08 -25646.13 21.7395
-1280.1 -25538.73 38.1622
-1373.82 -25578.0 21.6655
-1289.63 -25585.64 70.0872
-1247.63 -25643.23 27.4452
-1318.88 -25511.9 40.7708
-1295.2 -25500.13 46.7299
-1369.95 -25565.2 20.5228
-1399.0 -25562.0 15.3828
-1258.52 -25630.56 39.9296
-1340.53 -25513.86 30.6103
-1269.0 -25740.0 40.1174
-1250.18 -25518.76 41.236
-1379.41 -25571.41 25.5646
-1357.73 -25517.38 103.7587
-1301.97 -25554.43 33.8611
-1343.38 -25515.44 41.2405
-1323.14 -25509.73 49.5615
-1261.0 -25745.0 22.4942
-1312.0 -25635.27 44.2387
-1285.53 -25588.34 33.4381
-1248.6 -25667.8 28.2645
-1390.45 -25319.79 58.3932
-1475.54 -25482.86 58.1628
-1302.45 -25471.83 24.7272
-1424.89 -25339.2 6.2488
-1475.38 -25382.9 40.1466
-1442.56 -25374.7 20.8066
-1482.79 -25415.55 67.9558
-1465.06 -25360.05 56.1362
